label,data_time,data_memory,data_memory_inc,ml_time,ml_memory,ml_memory_inc
cloud-2024-08-11 16:18:24.678978,7.584800004959106,297.7891,120.586,345.08670020103455,398.1641,19.95320000000004
cloud-2024-08-12 18:28:44.370717,10.622600078582764,295.0859,119.3867,287.00069999694824,396.0703,20.55079999999998
cloud-2024-08-12 18:39:41.794032,8.363100051879883,296.9805,120.418,280.21539998054504,397.2578,19.9726
cloud-2024-08-12 18:49:30.999657,8.332399845123291,296.1289,119.6094,280.99489998817444,395.8633,19.45709999999997
cloud-2024-08-12 18:59:19.881858,8.391299962997437,297.7539,120.45309999999998,279.66910004615784,398.0078,20.0469
cloud-2024-08-12 19:09:05.366141,8.369600057601929,296.3711,119.6133,278.27330017089844,373.8906,23.078100000000006
cloud-2024-08-12 19:18:49.812820,8.367200136184692,297.1875,120.6055,278.547299861908,396.0117,18.5469
cloud-2024-08-12 19:28:35.098140,8.401999950408936,296.668,119.59380000000002,278.67049980163574,397.9648,20.98430000000002
cloud-2024-08-12 19:38:19.747837,8.086400032043457,300.9922,124.28520000000005,279.28079986572266,401.6211,20.418000000000006
cloud-2024-08-12 19:48:03.962388,8.315599918365479,297.3281,120.625,278.3626999855041,396.1719,18.50779999999997
cloud-2024-08-12 19:57:47.452545,8.150700092315674,297.3047,120.51950000000002,278.4760000705719,397.1094,18.0469
cloud-2024-08-12 20:07:32.580519,8.34060001373291,297.0977,120.37109999999998,279.177099943161,395.8477,18.4844
cloud-2024-08-12 20:15:55.726168,11.207000017166138,296.1641,120.61720000000004,276.523099899292,396.6602,19.97659999999996
cloud-2024-08-12 20:25:36.901872,8.154599905014038,297.3984,120.39839999999998,276.41740012168884,397.8359,20.0195
cloud-2024-08-12 20:35:18.316862,9.145699977874756,296.3281,119.6445,276.62829995155334,396.6523,18.67960000000005
cloud-2024-08-12 20:44:58.786298,7.162199974060059,294.7695,117.5547,276.19410014152527,381.2812,34.687400000000025
cloud-2024-08-12 21:06:10.599518,13.423500061035156,296.6758,120.87499999999996,278.0121998786926,394.9961,17.753899999999987
cloud-2024-08-12 21:15:52.817599,8.335599899291992,297.1953,120.48829999999998,277.03949999809265,395.9727,18.44149999999996
cloud-2024-08-12 21:25:35.461928,8.312100172042847,297.3906,120.5273,278.12540006637573,397.1641,18.128900000000044
cloud-2024-08-12 21:35:18.680754,8.233700037002563,297.6562,120.7578,278.33369994163513,397.1797,19.371100000000013
cloud-2024-08-12 23:08:24.713084,17.47059988975525,296.4531,120.63670000000002,281.1104998588562,395.9023,18.98040000000003
cloud-2024-08-12 23:18:19.951338,8.138099908828735,297.6523,120.67180000000002,281.524199962616,397.3203,19.42969999999997
cloud-2024-08-12 23:28:11.015236,9.103299856185911,297.1445,120.53119999999998,282.0002999305725,397.5898,20.14840000000004
cloud-2024-08-12 23:37:57.808807,8.15060019493103,296.1133,119.66019999999996,279.35339999198914,397.3047,20.8399
cloud-2024-08-12 23:47:44.834687,8.949100017547607,296.0078,119.33589999999998,278.5524001121521,397.1133,18.11329999999998
cloud-2024-08-13 08:09:10.824426,8.363199949264526,297.5781,120.4453,277.2272999286652,397.3359,18.003899999999987
cloud-2024-08-13 08:18:54.009760,8.184099912643433,296.9961,120.40630000000002,277.76200008392334,397.9453,20.74219999999997
cloud-2024-08-13 08:28:37.805301,9.042999982833862,297.2852,120.57819999999998,277.43879985809326,398.1328,20.57029999999997
cloud-2024-08-13 17:09:34.298288,11.958500146865845,294.4141,118.41020000000005,282.9421000480652,394.8125,20.203100000000006
cloud-2024-08-13 17:19:12.735632,8.13129997253418,297.3555,120.461,274.8332998752594,397.2109,18.05070000000001
cloud-2024-08-13 17:28:51.579488,8.170199871063232,297.957,121.3398,276.94400000572205,397.0273,18.85930000000002
cloud-2024-08-13 17:38:32.240668,8.856199979782104,297.7266,120.5704,276.5139000415802,398.082,20.0976
cloud-2024-08-13 18:46:12.489505,8.168599843978882,296.2852,120.70319999999998,344.22319984436035,395.6289,18.980500000000006
cloud-2024-08-13 18:58:10.162073,8.98580002784729,296.2852,119.67969999999995,344.9447000026703,395.5156,19.07420000000002
cloud-2024-08-13 21:02:05.238792,11.357900142669678,296.5,120.6367,278.30769991874695,395.9492,18.98040000000003
cloud-2024-08-13 21:11:50.495031,8.284499883651733,296.1094,119.5625,278.3620002269745,396.6523,18.73820000000001
cloud-2024-08-13 21:21:33.100033,8.283499956130981,296.5859,120.0468,277.7454001903534,396.4141,18.586000000000013
cloud-2024-08-13 21:31:17.159994,8.544300079345703,297.2383,120.55469999999995,277.3724000453949,397.6953,20.0625
cloud-2024-08-13 22:11:04.201937,8.288399934768677,296.7422,119.45310000000003,277.5311999320984,398.0742,21.054700000000025
cloud-2024-08-13 22:20:47.993566,8.464099884033203,296.5039,119.57419999999999,277.7878999710083,397.7148,20.953100000000006
