label,data_cpu_usage,ml_cpu_usage
vertex-2024-08-17 09:59:42.845896-boost,84.04285714285713,78.15760869565217
vertex-2024-08-17 10:03:03.526637-boost,88.3142857142857,78.02032085561498
vertex-2024-08-17 10:06:25.958245-boost,85.45714285714284,77.9375
vertex-2024-08-17 10:09:46.423709-boost,84.07142857142857,77.9427027027027
vertex-2024-08-17 10:13:03.322830-boost,96.4,78.6879120879121
vertex-2024-08-17 10:16:24.330163-boost,86.88571428571429,78.85329670329669
vertex-2024-08-17 10:19:40.827283-boost,82.6,78.90054945054946
vertex-2024-08-17 10:22:57.945113-boost,82.57142857142857,77.9983695652174
vertex-2024-08-17 10:26:16.007389-boost,86.87142857142858,78.26010928961749
vertex-2024-08-17 10:29:33.445047-boost,85.45714285714284,78.47322404371586
vertex-2024-08-17 10:32:50.619657-boost,94.73333333333332,77.88423913043479
vertex-2024-08-17 10:36:07.868252-boost,84.07142857142856,78.20326086956523
vertex-2024-08-17 10:39:26.363734-boost,84.02857142857144,78.26086956521739
vertex-2024-08-17 10:42:45.332103-boost,88.28571428571429,76.90425531914896
vertex-2024-08-17 10:46:06.813848-boost,76.0125,76.67748691099479
vertex-2024-08-17 23:32:34.335112-boost,96.36666666666666,78.7824175824176
vertex-2024-08-17 23:35:52.421834-boost,77.2625,78.75494505494507
vertex-2024-08-17 23:39:10.427135-boost,73.525,78.23879781420769
vertex-2024-08-17 23:42:27.772263-boost,74.775,77.92282608695653
vertex-2024-08-17 23:45:45.583924-boost,92.98333333333332,77.87228260869566
vertex-2024-08-17 23:49:03.916685-boost,85.45714285714287,77.36021505376345
vertex-2024-08-17 23:52:22.123905-boost,73.5,77.56000000000002
vertex-2024-08-17 23:55:40.107493-boost,81.17142857142858,78.08641304347827
vertex-2024-08-17 23:58:59.062605-boost,85.38571428571427,76.6303191489362
vertex-2024-08-18 00:02:21.841143-boost,84.07142857142857,76.31570680628273
vertex-2024-08-18 00:05:46.554429-boost,85.47142857142856,75.55416666666667
vertex-2024-08-18 00:09:10.803876-boost,86.87142857142858,76.11518324607331
vertex-2024-08-18 00:12:35.594080-boost,82.55714285714285,75.16787564766841
vertex-2024-08-18 00:16:00.116473-boost,77.23750000000001,75.54365482233504
vertex-2024-08-18 00:19:24.185494-boost,97.95,76.03157894736844
vertex-2024-08-18 00:22:45.878587-boost,85.41428571428571,77.10909090909092
vertex-2024-08-18 00:26:07.955045-boost,74.7625,77.36951871657756
vertex-2024-08-18 00:29:30.559386-boost,98.06666666666666,77.36203208556152
vertex-2024-08-18 00:32:51.733700-boost,85.41428571428571,77.04545454545456
vertex-2024-08-18 00:36:13.573231-boost,83.97142857142856,76.74255319148938
vertex-2024-08-18 00:39:34.687449-boost,84.0,76.58297872340427
vertex-2024-08-18 00:42:56.619314-boost,81.17142857142856,76.78052631578949
vertex-2024-08-18 00:46:18.328853-boost,86.82857142857142,76.85797872340426
vertex-2024-08-18 00:49:40.534632-boost,84.05714285714285,76.51648936170214
vertex-2024-08-18 00:53:01.099094-boost,89.74285714285713,77.3830687830688
vertex-2024-08-18 00:56:21.635315-boost,96.26666666666664,76.79679144385028
vertex-2024-08-18 00:59:41.677262-boost,84.01428571428572,76.99465240641712
vertex-2024-08-18 01:03:03.772605-boost,74.775,76.74255319148938
vertex-2024-08-18 01:06:25.407212-boost,83.92857142857142,76.63457446808513
vertex-2024-08-18 01:09:46.855183-boost,93.01666666666668,76.00736842105263
vertex-2024-08-18 01:13:08.421819-boost,77.25,76.85478723404256
vertex-2024-08-18 01:16:28.598263-boost,86.87142857142858,78.6736263736264
vertex-2024-08-18 01:19:47.776860-boost,77.2375,79.65856353591163
vertex-2024-08-18 01:23:06.317820-boost,83.98571428571428,78.29726775956287
vertex-2024-08-18 01:26:24.622338-boost,86.88571428571429,78.40601092896178
vertex-2024-08-18 01:29:43.049512-boost,84.0,78.13423913043479
vertex-2024-08-18 01:33:04.059123-boost,84.01428571428572,76.96614583333336
vertex-2024-08-18 01:36:26.900782-boost,89.67142857142856,76.14105263157897
vertex-2024-08-18 01:39:46.034050-boost,79.7625,77.5252688172043
vertex-2024-08-18 01:43:05.252519-boost,92.98333333333332,76.39523809523811
vertex-2024-08-18 01:46:24.629602-boost,78.4625,78.29891304347827
vertex-2024-08-18 01:49:44.893818-boost,78.4875,77.97049180327872
vertex-2024-08-18 01:53:03.882060-boost,78.525,78.66648351648354
vertex-2024-08-18 01:56:23.387302-boost,88.3,77.40322580645162
vertex-2024-08-18 01:59:42.565835-boost,96.33333333333331,78.08695652173915
vertex-2024-08-18 02:03:11.194669-boost,86.82857142857142,75.70364583333334
vertex-2024-08-18 02:06:32.860474-boost,74.7625,76.694708994709
vertex-2024-08-18 02:09:52.690660-boost,89.68571428571428,77.29731182795699
vertex-2024-08-18 02:13:13.048996-boost,74.7875,78.51639344262298
vertex-2024-08-18 02:16:33.329298-boost,88.28571428571429,78.73442622950823
